timestamp,1.5333333333333334,True
Timestamp,3.1333333333333333,False
timestamp,157.2,True
Timestamp,157.53333333333333,False
timestamp,159.73333333333332,True
Timestamp,171.06666666666666,False
timestamp,175.0,True
Timestamp,175.86666666666667,False
timestamp,178.06666666666666,True
Timestamp,179.66666666666666,False
timestamp,349.93333333333334,True
Timestamp,351.53333333333336,False

percentage_time_present,0.03347131874630396
total_video_time,563.6666666666666
time_assumed_present,8.0
time_face_present,10.866666666666667
total_time_present,18.866666666666667
percentage_time_assumed,0.014192785334121822
